Variable xr: a, t, e 
128,6,19,38 
128,7,19,38 
128,8,19,38 
128,9,19,38 
128,10,19,38 
127,1,20,38 
127,2,20,38 
127,3,20,38 
127,4,20,38 
127,5,20,38 
127,6,20,38 
127,7,20,38 
127,8,20,38 
127,9,20,38 
127,10,20,38 
126,1,1,39 
126,2,1,39 
126,3,1,39 
126,4,1,39 
126,5,1,39 
126,6,1,39 
126,7,1,39 
126,8,1,39 
126,9,1,39 
126,10,1,39 
0,1,2,39 
0,2,2,39 
0,3,2,39 
0,4,2,39 
0,5,2,39 
0,6,2,39 
0,7,2,39 
0,8,2,39 
0,9,2,39 
0,10,2,39 
127,1,3,39 
127,2,3,39 
127,3,3,39 
127,4,3,39 
127,5,3,39 
127,6,3,39 
127,7,3,39 
127,8,3,39 
127,9,3,39 
127,10,3,39 
126,1,4,39 
126,2,4,39 
126,3,4,39 
126,4,4,39 
126,5,4,39 
126,6,4,39 
126,7,4,39 
126,8,4,39 
126,9,4,39 
126,10,4,39 
127,1,5,39 
127,2,5,39 
127,3,5,39 
127,4,5,39 
127,5,5,39 
127,6,5,39 
127,7,5,39 
127,8,5,39 
127,9,5,39 
127,10,5,39 
128,1,6,39 
128,2,6,39 
128,3,6,39 
128,4,6,39 
128,5,6,39 
128,6,6,39 
128,7,6,39 
128,8,6,39 
128,9,6,39 
128,10,6,39 
126,1,7,39 
126,2,7,39 
126,3,7,39 
126,4,7,39 
126,5,7,39 
126,6,7,39 
126,7,7,39 
126,8,7,39 
126,9,7,39 
126,10,7,39 
129,1,8,39 
129,2,8,39 
129,3,8,39 
129,4,8,39 
129,5,8,39 
129,6,8,39 
129,7,8,39 
129,8,8,39 
129,9,8,39 
129,10,8,39 
125,1,9,39 
125,2,9,39 
125,3,9,39 
125,4,9,39 
125,5,9,39 
125,6,9,39 
125,7,9,39 
125,8,9,39 
125,9,9,39 
125,10,9,39 
129,1,10,39 
129,2,10,39 
129,3,10,39 
129,4,10,39 
129,5,10,39 
129,6,10,39 
129,7,10,39 
129,8,10,39 
129,9,10,39 
129,10,10,39 
130,1,11,39 
130,2,11,39 
130,3,11,39 
130,4,11,39 
130,5,11,39 
130,6,11,39 
130,7,11,39 
130,8,11,39 
130,9,11,39 
130,10,11,39 
128,1,12,39 
128,2,12,39 
128,3,12,39 
128,4,12,39 
128,5,12,39 
128,6,12,39 
128,7,12,39 
128,8,12,39 
128,9,12,39 
128,10,12,39 
129,1,13,39 
129,2,13,39 
129,3,13,39 
129,4,13,39 
129,5,13,39 
129,6,13,39 
129,7,13,39 
129,8,13,39 
129,9,13,39 
129,10,13,39 
129,1,14,39 
129,2,14,39 
129,3,14,39 
129,4,14,39 
129,5,14,39 
129,6,14,39 
129,7,14,39 
129,8,14,39 
129,9,14,39 
129,10,14,39 
126,1,15,39 
126,2,15,39 
126,3,15,39 
126,4,15,39 
126,5,15,39 
126,6,15,39 
126,7,15,39 
126,8,15,39 
126,9,15,39 
126,10,15,39 
127,1,16,39 
127,2,16,39 
127,3,16,39 
127,4,16,39 
127,5,16,39 
127,6,16,39 
127,7,16,39 
127,8,16,39 
127,9,16,39 
127,10,16,39 
124,1,17,39 
124,2,17,39 
124,3,17,39 
124,4,17,39 
124,5,17,39 
124,6,17,39 
124,7,17,39 
124,8,17,39 
124,9,17,39 
124,10,17,39 
125,1,18,39 
125,2,18,39 
125,3,18,39 
125,4,18,39 
125,5,18,39 
125,6,18,39 
125,7,18,39 
125,8,18,39 
125,9,18,39 
125,10,18,39 
128,1,19,39 
128,2,19,39 
128,3,19,39 
128,4,19,39 
128,5,19,39 
128,6,19,39 
128,7,19,39 
128,8,19,39 
128,9,19,39 
128,10,19,39 
126,1,20,39 
126,2,20,39 
126,3,20,39 
126,4,20,39 
126,5,20,39 
126,6,20,39 
126,7,20,39 
126,8,20,39 
126,9,20,39 
126,10,20,39 
129,1,1,40 
129,2,1,40 
129,3,1,40 
129,4,1,40 
129,5,1,40 
129,6,1,40 
129,7,1,40 
129,8,1,40 
129,9,1,40 
129,10,1,40 
0,1,2,40 
0,2,2,40 
0,3,2,40 
0,4,2,40 
0,5,2,40 
0,6,2,40 
0,7,2,40 
0,8,2,40 
0,9,2,40 
0,10,2,40 
126,1,3,40 
126,2,3,40 
126,3,3,40 
126,4,3,40 
126,5,3,40 
126,6,3,40 
126,7,3,40 
126,8,3,40 
126,9,3,40 
126,10,3,40 
128,1,4,40 
128,2,4,40 
128,3,4,40 
128,4,4,40 
128,5,4,40 
128,6,4,40 
128,7,4,40 
128,8,4,40 
128,9,4,40 
128,10,4,40 
129,1,5,40 
129,2,5,40 
129,3,5,40 
129,4,5,40 
129,5,5,40 
129,6,5,40 
129,7,5,40 
129,8,5,40 
129,9,5,40 
129,10,5,40 
128,1,6,40 
128,2,6,40 
128,3,6,40 
128,4,6,40 
128,5,6,40 
128,6,6,40 
128,7,6,40 
128,8,6,40 
128,9,6,40 
128,10,6,40 
130,1,7,40 
130,2,7,40 
130,3,7,40 
130,4,7,40 
130,5,7,40 
130,6,7,40 
130,7,7,40 
130,8,7,40 
130,9,7,40 
130,10,7,40 
128,1,8,40 
128,2,8,40 
128,3,8,40 
128,4,8,40 
128,5,8,40 
128,6,8,40 
128,7,8,40 
128,8,8,40 
128,9,8,40 
128,10,8,40 
124,1,9,40 
124,2,9,40 
124,3,9,40 
124,4,9,40 
124,5,9,40 
124,6,9,40 
124,7,9,40 
124,8,9,40 
124,9,9,40 
124,10,9,40 
123,1,10,40 
123,2,10,40 
123,3,10,40 
123,4,10,40 
123,5,10,40 
123,6,10,40 
123,7,10,40 
123,8,10,40 
123,9,10,40 
123,10,10,40 
126,1,11,40 
126,2,11,40 
126,3,11,40 
126,4,11,40 
126,5,11,40 
126,6,11,40 
126,7,11,40 
126,8,11,40 
126,9,11,40 
126,10,11,40 
129,1,12,40 
129,2,12,40 
129,3,12,40 
129,4,12,40 
129,5,12,40 
129,6,12,40 
129,7,12,40 
129,8,12,40 
129,9,12,40 
129,10,12,40 
127,1,13,40 
127,2,13,40 
127,3,13,40 
127,4,13,40 
127,5,13,40 
127,6,13,40 
127,7,13,40 
127,8,13,40 
127,9,13,40 
127,10,13,40 
128,1,14,40 
128,2,14,40 
128,3,14,40 
128,4,14,40 
128,5,14,40 
128,6,14,40 
128,7,14,40 
128,8,14,40 
128,9,14,40 
128,10,14,40 
127,1,15,40 
127,2,15,40 
127,3,15,40 
127,4,15,40 
127,5,15,40 
127,6,15,40 
127,7,15,40 
127,8,15,40 
127,9,15,40 
127,10,15,40 
127,1,16,40 
127,2,16,40 
127,3,16,40 
127,4,16,40 
127,5,16,40 
127,6,16,40 
127,7,16,40 
127,8,16,40 
127,9,16,40 
127,10,16,40 
127,1,17,40 
127,2,17,40 
127,3,17,40 
127,4,17,40 
127,5,17,40 
127,6,17,40 
127,7,17,40 
127,8,17,40 
127,9,17,40 
127,10,17,40 
125,1,18,40 
125,2,18,40 
125,3,18,40 
125,4,18,40 
125,5,18,40 
125,6,18,40 
125,7,18,40 
125,8,18,40 
125,9,18,40 
125,10,18,40 
124,1,19,40 
124,2,19,40 
124,3,19,40 
124,4,19,40 
124,5,19,40 
124,6,19,40 
124,7,19,40 
124,8,19,40 
124,9,19,40 
124,10,19,40 
125,1,20,40 
125,2,20,40 
125,3,20,40 
125,4,20,40 
125,5,20,40 
125,6,20,40 
125,7,20,40 
125,8,20,40 
125,9,20,40 
125,10,20,40 
124,1,1,41 
124,2,1,41 
124,3,1,41 
124,4,1,41 
124,5,1,41 
124,6,1,41 
124,7,1,41 
124,8,1,41 
124,9,1,41 
124,10,1,41 
0,1,2,41 
0,2,2,41 
0,3,2,41 
0,4,2,41 
0,5,2,41 
0,6,2,41 
0,7,2,41 
0,8,2,41 
0,9,2,41 
0,10,2,41 
132,1,3,41 
132,2,3,41 
132,3,3,41 
132,4,3,41 
132,5,3,41 
132,6,3,41 
132,7,3,41 
132,8,3,41 
132,9,3,41 
132,10,3,41 
132,1,4,41 
132,2,4,41 
132,3,4,41 
132,4,4,41 
132,5,4,41 
132,6,4,41 
132,7,4,41 
132,8,4,41 
132,9,4,41 
132,10,4,41 
122,1,5,41 
122,2,5,41 
122,3,5,41 
122,4,5,41 
122,5,5,41 
122,6,5,41 
122,7,5,41 
122,8,5,41 
122,9,5,41 
122,10,5,41 
133,1,6,41 
133,2,6,41 
133,3,6,41 
133,4,6,41 
133,5,6,41 
133,6,6,41 
133,7,6,41 
133,8,6,41 
133,9,6,41 
133,10,6,41 
126,1,7,41 
126,2,7,41 
126,3,7,41 
126,4,7,41 
126,5,7,41 
126,6,7,41 
126,7,7,41 
126,8,7,41 
126,9,7,41 
126,10,7,41 
129,1,8,41 
129,2,8,41 
129,3,8,41 
129,4,8,41 
129,5,8,41 
129,6,8,41 
129,7,8,41 
129,8,8,41 
129,9,8,41 
129,10,8,41 
130,1,9,41 
130,2,9,41 
130,3,9,41 
130,4,9,41 
130,5,9,41 
130,6,9,41 
130,7,9,41 
130,8,9,41 
130,9,9,41 
130,10,9,41 
127,1,10,41 
127,2,10,41 
127,3,10,41 
127,4,10,41 
127,5,10,41 
127,6,10,41 
127,7,10,41 
127,8,10,41 
127,9,10,41 
127,10,10,41 
129,1,11,41 
129,2,11,41 
129,3,11,41 
129,4,11,41 
129,5,11,41 
129,6,11,41 
129,7,11,41 
129,8,11,41 
129,9,11,41 
129,10,11,41 
130,1,12,41 
130,2,12,41 
130,3,12,41 
130,4,12,41 
130,5,12,41 
130,6,12,41 
130,7,12,41 
130,8,12,41 
130,9,12,41 
130,10,12,41 
133,1,13,41 
133,2,13,41 
133,3,13,41 
133,4,13,41 
133,5,13,41 
133,6,13,41 
133,7,13,41 
133,8,13,41 
133,9,13,41 
133,10,13,41 
127,1,14,41 
127,2,14,41 
127,3,14,41 
127,4,14,41 
127,5,14,41 
127,6,14,41 
127,7,14,41 
127,8,14,41 
127,9,14,41 
127,10,14,41 
129,1,15,41 
129,2,15,41 
129,3,15,41 
129,4,15,41 
129,5,15,41 
129,6,15,41 
129,7,15,41 
129,8,15,41 
129,9,15,41 
129,10,15,41 
127,1,16,41 
127,2,16,41 
127,3,16,41 
127,4,16,41 
127,5,16,41 
127,6,16,41 
127,7,16,41 
127,8,16,41 
127,9,16,41 
127,10,16,41 
130,1,17,41 
130,2,17,41 
130,3,17,41 
130,4,17,41 
130,5,17,41 
130,6,17,41 
130,7,17,41 
130,8,17,41 
130,9,17,41 
130,10,17,41 
131,1,18,41 
131,2,18,41 
131,3,18,41 
131,4,18,41 
131,5,18,41 
131,6,18,41 
131,7,18,41 
131,8,18,41 
131,9,18,41 
131,10,18,41 
127,1,19,41 
127,2,19,41 
127,3,19,41 
127,4,19,41 
127,5,19,41 
127,6,19,41 
127,7,19,41 
127,8,19,41 
127,9,19,41 
127,10,19,41 
126,1,20,41 
126,2,20,41 
126,3,20,41 
126,4,20,41 
126,5,20,41 
126,6,20,41 
126,7,20,41 
126,8,20,41 
126,9,20,41 
126,10,20,41 
127,1,1,42 
127,2,1,42 
127,3,1,42 
127,4,1,42 
127,5,1,42 
127,6,1,42 
127,7,1,42 
127,8,1,42 
127,9,1,42 
127,10,1,42 
0,1,2,42 
0,2,2,42 
0,3,2,42 
0,4,2,42 
0,5,2,42 
0,6,2,42 
0,7,2,42 
0,8,2,42 
0,9,2,42 
0,10,2,42 
130,1,3,42 
130,2,3,42 
130,3,3,42 
130,4,3,42 
130,5,3,42 
130,6,3,42 
130,7,3,42 
130,8,3,42 
130,9,3,42 
130,10,3,42 
132,1,4,42 
132,2,4,42 
132,3,4,42 
132,4,4,42 
132,5,4,42 
132,6,4,42 
132,7,4,42 
132,8,4,42 
132,9,4,42 
132,10,4,42 
121,1,5,42 
121,2,5,42 
121,3,5,42 
121,4,5,42 
121,5,5,42 
121,6,5,42 
121,7,5,42 
121,8,5,42 
121,9,5,42 
121,10,5,42 
131,1,6,42 
131,2,6,42 
131,3,6,42 
131,4,6,42 
131,5,6,42 
131,6,6,42 
131,7,6,42 
131,8,6,42 
131,9,6,42 
131,10,6,42 
129,1,7,42 
129,2,7,42 
129,3,7,42 
129,4,7,42 
129,5,7,42 
129,6,7,42 
129,7,7,42 
129,8,7,42 
129,9,7,42 
129,10,7,42 
129,1,8,42 
129,2,8,42 
129,3,8,42 
129,4,8,42 
129,5,8,42 
129,6,8,42 
129,7,8,42 
129,8,8,42 
129,9,8,42 
129,10,8,42 
130,1,9,42 
130,2,9,42 
130,3,9,42 
130,4,9,42 
130,5,9,42 
130,6,9,42 
130,7,9,42 
130,8,9,42 
130,9,9,42 
130,10,9,42 
131,1,10,42 
131,2,10,42 
131,3,10,42 
131,4,10,42 
131,5,10,42 
131,6,10,42 
131,7,10,42 
131,8,10,42 
131,9,10,42 
131,10,10,42 
127,1,11,42 
127,2,11,42 
127,3,11,42 
127,4,11,42 
127,5,11,42 
127,6,11,42 
127,7,11,42 
127,8,11,42 
127,9,11,42 
127,10,11,42 
121,1,12,42 
121,2,12,42 
121,3,12,42 
121,4,12,42 
121,5,12,42 
121,6,12,42 
121,7,12,42 
121,8,12,42 
121,9,12,42 
121,10,12,42 
127,1,13,42 
127,2,13,42 
127,3,13,42 
127,4,13,42 
127,5,13,42 
127,6,13,42 
127,7,13,42 
127,8,13,42 
127,9,13,42 
127,10,13,42 
131,1,14,42 
131,2,14,42 
131,3,14,42 
131,4,14,42 
131,5,14,42 
131,6,14,42 
131,7,14,42 
131,8,14,42 
131,9,14,42 
131,10,14,42 
126,1,15,42 
126,2,15,42 
126,3,15,42 
126,4,15,42 
126,5,15,42 
126,6,15,42 
126,7,15,42 
126,8,15,42 
126,9,15,42 
126,10,15,42 
128,1,16,42 
128,2,16,42 
128,3,16,42 
128,4,16,42 
128,5,16,42 
128,6,16,42 
128,7,16,42 
128,8,16,42 
128,9,16,42 
128,10,16,42 
132,1,17,42 
132,2,17,42 
132,3,17,42 
132,4,17,42 
132,5,17,42 
132,6,17,42 
132,7,17,42 
132,8,17,42 
132,9,17,42 
132,10,17,42 
129,1,18,42 
129,2,18,42 
129,3,18,42 
129,4,18,42 
129,5,18,42 
129,6,18,42 
129,7,18,42 
129,8,18,42 
129,9,18,42 
129,10,18,42 
129,1,19,42 
129,2,19,42 
129,3,19,42 
129,4,19,42 
129,5,19,42 
129,6,19,42 
129,7,19,42 
129,8,19,42 
129,9,19,42 
129,10,19,42 
129,1,20,42 
129,2,20,42 
129,3,20,42 
129,4,20,42 
129,5,20,42 
129,6,20,42 
129,7,20,42 
129,8,20,42 
129,9,20,42 
129,10,20,42 
133,1,1,43 
133,2,1,43 
133,3,1,43 
133,4,1,43 
133,5,1,43 
133,6,1,43 
133,7,1,43 
133,8,1,43 
133,9,1,43 
133,10,1,43 
0,1,2,43 
0,2,2,43 
0,3,2,43 
0,4,2,43 
0,5,2,43 
0,6,2,43 
0,7,2,43 
0,8,2,43 
0,9,2,43 
0,10,2,43 
129,1,3,43 
129,2,3,43 
129,3,3,43 
129,4,3,43 
129,5,3,43 
129,6,3,43 
129,7,3,43 
129,8,3,43 
129,9,3,43 
129,10,3,43 
128,1,4,43 
128,2,4,43 
128,3,4,43 
128,4,4,43 
128,5,4,43 
128,6,4,43 
128,7,4,43 
128,8,4,43 
128,9,4,43 
128,10,4,43 
129,1,5,43 
129,2,5,43 
129,3,5,43 
129,4,5,43 
129,5,5,43 
129,6,5,43 
129,7,5,43 
129,8,5,43 
129,9,5,43 
129,10,5,43 
135,1,6,43 
135,2,6,43 
135,3,6,43 
135,4,6,43 
135,5,6,43 
135,6,6,43 
135,7,6,43 
135,8,6,43 
135,9,6,43 
135,10,6,43 
128,1,7,43 
128,2,7,43 
128,3,7,43 
128,4,7,43 
128,5,7,43 
128,6,7,43 
128,7,7,43 
128,8,7,43 
128,9,7,43 
128,10,7,43 
129,1,8,43 
129,2,8,43 
129,3,8,43 
129,4,8,43 
129,5,8,43 
129,6,8,43 
129,7,8,43 
129,8,8,43 
129,9,8,43 
129,10,8,43 
130,1,9,43 
130,2,9,43 
130,3,9,43 
130,4,9,43 
130,5,9,43 
130,6,9,43 
130,7,9,43 
130,8,9,43 
130,9,9,43 
130,10,9,43 
138,1,10,43 
138,2,10,43 
138,3,10,43 
138,4,10,43 
138,5,10,43 
138,6,10,43 
138,7,10,43 
138,8,10,43 
138,9,10,43 
138,10,10,43 
136,1,11,43 
136,2,11,43 
136,3,11,43 
136,4,11,43 
136,5,11,43 
136,6,11,43 
136,7,11,43 
136,8,11,43 
136,9,11,43 
136,10,11,43 
133,1,12,43 
133,2,12,43 
133,3,12,43 
133,4,12,43 
133,5,12,43 
133,6,12,43 
133,7,12,43 
133,8,12,43 
133,9,12,43 
133,10,12,43 
132,1,13,43 
132,2,13,43 
132,3,13,43 
132,4,13,43 
132,5,13,43 
132,6,13,43 
132,7,13,43 
132,8,13,43 
132,9,13,43 
132,10,13,43 
134,1,14,43 
134,2,14,43 
134,3,14,43 
134,4,14,43 
134,5,14,43 
134,6,14,43 
134,7,14,43 
134,8,14,43 
134,9,14,43 
134,10,14,43 
132,1,15,43 
132,2,15,43 
132,3,15,43 
132,4,15,43 
132,5,15,43 
132,6,15,43 
132,7,15,43 
132,8,15,43 
132,9,15,43 
132,10,15,43 
132,1,16,43 
132,2,16,43 
132,3,16,43 
132,4,16,43 
132,5,16,43 
132,6,16,43 
132,7,16,43 
132,8,16,43 
132,9,16,43 
132,10,16,43 
128,1,17,43 
128,2,17,43 
128,3,17,43 
128,4,17,43 
128,5,17,43 
128,6,17,43 
128,7,17,43 
128,8,17,43 
128,9,17,43 
128,10,17,43 
132,1,18,43 
132,2,18,43 
132,3,18,43 
132,4,18,43 
132,5,18,43 
132,6,18,43 
132,7,18,43 
132,8,18,43 
132,9,18,43 
132,10,18,43 
127,1,19,43 
127,2,19,43 
127,3,19,43 
127,4,19,43 
127,5,19,43 
127,6,19,43 
127,7,19,43 
127,8,19,43 
127,9,19,43 
127,10,19,43 
132,1,20,43 
132,2,20,43 
132,3,20,43 
132,4,20,43 
132,5,20,43 
132,6,20,43 
132,7,20,43 
132,8,20,43 
132,9,20,43 
132,10,20,43 
132,1,1,44 
132,2,1,44 
132,3,1,44 
132,4,1,44 
132,5,1,44 
132,6,1,44 
132,7,1,44 
132,8,1,44 
132,9,1,44 
132,10,1,44 
0,1,2,44 
0,2,2,44 
0,3,2,44 
0,4,2,44 
0,5,2,44 
0,6,2,44 
0,7,2,44 
0,8,2,44 
0,9,2,44 
0,10,2,44 
128,1,3,44 
128,2,3,44 
128,3,3,44 
128,4,3,44 
128,5,3,44 
128,6,3,44 
128,7,3,44 
128,8,3,44 
128,9,3,44 
128,10,3,44 
128,1,4,44 
128,2,4,44 
128,3,4,44 
128,4,4,44 
128,5,4,44 
128,6,4,44 
128,7,4,44 
128,8,4,44 
128,9,4,44 
128,10,4,44 
129,1,5,44 
129,2,5,44 
129,3,5,44 
129,4,5,44 
129,5,5,44 
129,6,5,44 
129,7,5,44 
129,8,5,44 
129,9,5,44 
129,10,5,44 
128,1,6,44 
128,2,6,44 
128,3,6,44 
128,4,6,44 
128,5,6,44 
128,6,6,44 
128,7,6,44 
128,8,6,44 
128,9,6,44 
128,10,6,44 
126,1,7,44 
126,2,7,44 
126,3,7,44 
126,4,7,44 
126,5,7,44 
126,6,7,44 
126,7,7,44 
126,8,7,44 
126,9,7,44 
126,10,7,44 
131,1,8,44 
131,2,8,44 
131,3,8,44 
131,4,8,44 
131,5,8,44 
131,6,8,44 
131,7,8,44 
131,8,8,44 
131,9,8,44 
131,10,8,44 
130,1,9,44 
130,2,9,44 
130,3,9,44 
130,4,9,44 
130,5,9,44 
130,6,9,44 
130,7,9,44 
130,8,9,44 
130,9,9,44 
130,10,9,44 
127,1,10,44 
127,2,10,44 
127,3,10,44 
127,4,10,44 
127,5,10,44 
127,6,10,44 
127,7,10,44 
127,8,10,44 
127,9,10,44 
127,10,10,44 
130,1,11,44 
130,2,11,44 
130,3,11,44 
130,4,11,44 
130,5,11,44 
130,6,11,44 
130,7,11,44 
130,8,11,44 
130,9,11,44 
130,10,11,44 
128,1,12,44 
128,2,12,44 
128,3,12,44 
128,4,12,44 
128,5,12,44 
128,6,12,44 
128,7,12,44 
128,8,12,44 
128,9,12,44 
128,10,12,44 
130,1,13,44 
130,2,13,44 
130,3,13,44 
130,4,13,44 
130,5,13,44 
130,6,13,44 
130,7,13,44 
130,8,13,44 
130,9,13,44 
130,10,13,44 
132,1,14,44 
132,2,14,44 
132,3,14,44 
132,4,14,44 
132,5,14,44 
132,6,14,44 
132,7,14,44 
132,8,14,44 
132,9,14,44 
132,10,14,44 
129,1,15,44 
129,2,15,44 
129,3,15,44 
129,4,15,44 
129,5,15,44 
129,6,15,44 
129,7,15,44 
129,8,15,44 
129,9,15,44 
129,10,15,44 
127,1,16,44 
127,2,16,44 
127,3,16,44 
127,4,16,44 
127,5,16,44 
127,6,16,44 
127,7,16,44 
127,8,16,44 
127,9,16,44 
127,10,16,44 
122,1,17,44 
122,2,17,44 
122,3,17,44 
122,4,17,44 
122,5,17,44 
122,6,17,44 
122,7,17,44 
122,8,17,44 
122,9,17,44 
122,10,17,44 
130,1,18,44 
130,2,18,44 
130,3,18,44 
130,4,18,44 
130,5,18,44 
130,6,18,44 
130,7,18,44 
130,8,18,44 
130,9,18,44 
130,10,18,44 
129,1,19,44 
129,2,19,44 
129,3,19,44 
129,4,19,44 
129,5,19,44 
129,6,19,44 
129,7,19,44 
129,8,19,44 
129,9,19,44 
129,10,19,44 
128,1,20,44 
128,2,20,44 
128,3,20,44 
128,4,20,44 
128,5,20,44 
128,6,20,44 
128,7,20,44 
128,8,20,44 
128,9,20,44 
128,10,20,44 
132,1,1,45 
132,2,1,45 
132,3,1,45 
132,4,1,45 
132,5,1,45 
132,6,1,45 
132,7,1,45 
132,8,1,45 
132,9,1,45 
132,10,1,45 
0,1,2,45 
0,2,2,45 
0,3,2,45 
0,4,2,45 
0,5,2,45 
0,6,2,45 
0,7,2,45 
0,8,2,45 
0,9,2,45 
0,10,2,45 
131,1,3,45 
131,2,3,45 
131,3,3,45 
131,4,3,45 
131,5,3,45 
131,6,3,45 
131,7,3,45 
131,8,3,45 
131,9,3,45 
131,10,3,45 
134,1,4,45 
134,2,4,45 
134,3,4,45 
134,4,4,45 
134,5,4,45 
134,6,4,45 
134,7,4,45 
134,8,4,45 
134,9,4,45 
134,10,4,45 
132,1,5,45 
132,2,5,45 
132,3,5,45 
132,4,5,45 
132,5,5,45 
132,6,5,45 
132,7,5,45 
132,8,5,45 
132,9,5,45 
132,10,5,45 
135,1,6,45 
135,2,6,45 
135,3,6,45 
135,4,6,45 
135,5,6,45 
135,6,6,45 
135,7,6,45 
135,8,6,45 
135,9,6,45 
135,10,6,45 
134,1,7,45 
134,2,7,45 
134,3,7,45 
134,4,7,45 
134,5,7,45 
134,6,7,45 
134,7,7,45 
134,8,7,45 
134,9,7,45 
134,10,7,45 
136,1,8,45 
136,2,8,45 
136,3,8,45 
136,4,8,45 
136,5,8,45 
136,6,8,45 
136,7,8,45 
136,8,8,45 
136,9,8,45 
136,10,8,45 
134,1,9,45 
134,2,9,45 
134,3,9,45 
134,4,9,45 
134,5,9,45 
134,6,9,45 
134,7,9,45 
134,8,9,45 
134,9,9,45 
134,10,9,45 
131,1,10,45 
131,2,10,45 
131,3,10,45 
131,4,10,45 
131,5,10,45 
131,6,10,45 
131,7,10,45 
131,8,10,45 
131,9,10,45 
131,10,10,45 
133,1,11,45 
133,2,11,45 
133,3,11,45 
133,4,11,45 
133,5,11,45 
133,6,11,45 
133,7,11,45 
133,8,11,45 
133,9,11,45 
133,10,11,45 
128,1,12,45 
128,2,12,45 
128,3,12,45 
128,4,12,45 
128,5,12,45 
128,6,12,45 
128,7,12,45 
128,8,12,45 
128,9,12,45 
128,10,12,45 
132,1,13,45 
132,2,13,45 
132,3,13,45 
132,4,13,45 
132,5,13,45 
132,6,13,45 
132,7,13,45 
132,8,13,45 
132,9,13,45 
132,10,13,45 
133,1,14,45 
133,2,14,45 
133,3,14,45 
133,4,14,45 
133,5,14,45 
133,6,14,45 
133,7,14,45 
133,8,14,45 
133,9,14,45 
133,10,14,45 
134,1,15,45 
134,2,15,45 
134,3,15,45 
134,4,15,45 
134,5,15,45 
134,6,15,45 
134,7,15,45 
134,8,15,45 
134,9,15,45 
134,10,15,45 
129,1,16,45 
129,2,16,45 
129,3,16,45 
129,4,16,45 
129,5,16,45 
129,6,16,45 
129,7,16,45 
129,8,16,45 
129,9,16,45 
129,10,16,45 
136,1,17,45 
136,2,17,45 
136,3,17,45 
136,4,17,45 
136,5,17,45 
136,6,17,45 
136,7,17,45 
136,8,17,45 
136,9,17,45 
136,10,17,45 
133,1,18,45 
133,2,18,45 
133,3,18,45 
133,4,18,45 
133,5,18,45 
133,6,18,45 
133,7,18,45 
133,8,18,45 
133,9,18,45 
133,10,18,45 
130,1,19,45 
130,2,19,45 
130,3,19,45 
130,4,19,45 
130,5,19,45 
130,6,19,45 
130,7,19,45 
130,8,19,45 
130,9,19,45 
130,10,19,45 
131,1,20,45 
131,2,20,45 
131,3,20,45 
131,4,20,45 
131,5,20,45 
131,6,20,45 
131,7,20,45 
131,8,20,45 
131,9,20,45 
131,10,20,45 
125,1,1,46 
125,2,1,46 
125,3,1,46 
125,4,1,46 
125,5,1,46 
125,6,1,46 
125,7,1,46 
125,8,1,46 
125,9,1,46 
125,10,1,46 
0,1,2,46 
0,2,2,46 
0,3,2,46 
0,4,2,46 
0,5,2,46 
0,6,2,46 
0,7,2,46 
0,8,2,46 
0,9,2,46 
0,10,2,46 
128,1,3,46 
128,2,3,46 
128,3,3,46 
128,4,3,46 
128,5,3,46 
128,6,3,46 
128,7,3,46 
128,8,3,46 
128,9,3,46 
128,10,3,46 
126,1,4,46 
126,2,4,46 
126,3,4,46 
126,4,4,46 
126,5,4,46 
126,6,4,46 
126,7,4,46 
126,8,4,46 
126,9,4,46 
126,10,4,46 
130,1,5,46 
130,2,5,46 
130,3,5,46 
130,4,5,46 
130,5,5,46 
130,6,5,46 
130,7,5,46 
130,8,5,46 
130,9,5,46 
130,10,5,46 
125,1,6,46 
125,2,6,46 
125,3,6,46 
125,4,6,46 
125,5,6,46 
125,6,6,46 
125,7,6,46 
125,8,6,46 
125,9,6,46 
125,10,6,46 
128,1,7,46 
128,2,7,46 
128,3,7,46 
128,4,7,46 
128,5,7,46 
128,6,7,46 
128,7,7,46 
128,8,7,46 
128,9,7,46 
128,10,7,46 
128,1,8,46 
128,2,8,46 
128,3,8,46 
128,4,8,46 
128,5,8,46 
128,6,8,46 
128,7,8,46 
128,8,8,46 
128,9,8,46 
128,10,8,46 
130,1,9,46 
130,2,9,46 
130,3,9,46 
130,4,9,46 
130,5,9,46 
130,6,9,46 
130,7,9,46 
130,8,9,46 
130,9,9,46 
130,10,9,46 
126,1,10,46 
126,2,10,46 
126,3,10,46 
126,4,10,46 
126,5,10,46 
126,6,10,46 
126,7,10,46 
126,8,10,46 
126,9,10,46 
126,10,10,46 
128,1,11,46 
128,2,11,46 
128,3,11,46 
128,4,11,46 
128,5,11,46 
128,6,11,46 
128,7,11,46 
128,8,11,46 
128,9,11,46 
128,10,11,46 
126,1,12,46 
126,2,12,46 
126,3,12,46 
126,4,12,46 
126,5,12,46 
126,6,12,46 
126,7,12,46 
126,8,12,46 
126,9,12,46 
126,10,12,46 
126,1,13,46 
126,2,13,46 
126,3,13,46 
126,4,13,46 
126,5,13,46 
126,6,13,46 
126,7,13,46 
126,8,13,46 
126,9,13,46 
126,10,13,46 
127,1,14,46 
127,2,14,46 
127,3,14,46 
127,4,14,46 
127,5,14,46 
127,6,14,46 
127,7,14,46 
127,8,14,46 
127,9,14,46 
